,User Defined Identifier,Instrument Name,RIC,Trade Date,Trade Time,Expiration Date,Period,Term,Volatility Surface Term,Risk Free Interest Rate,Open Implied Volatility,Last Implied Volatility,High Implied Volatility,Close Implied Volatility,Strike Price,Option Premium,Premium,General Value6,General Value7,Precision,Previous Close Date,Previous Close Price,Last Update Time,Instrument Snap Time,Asset Type Description,Contributor Short Name,Exchange Description,Currency Code,Embargo Times,Maximum Embargo Delay,Real Time Permitted
63,,CME BO 120% c4,1BO120Nc4=R,05/11/2022,22:52,08/26/2022,SEP2,SEP2,120%,1.51,35.87,35.56,36.46,35.88,92.53,1.47,1.54,77.86,77.11,2DP,05/11/2022,35.88,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
64,,CME BO 125% c4,1BO125Nc4=R,05/11/2022,22:52,08/26/2022,SEP2,SEP2,125%,1.51,36.4,36.06,37.14,36.42,96.39,1.04,1.1,77.86,77.11,2DP,05/11/2022,36.42,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
65,,CME BO 130% c4,1BO130Nc4=R,05/11/2022,22:52,08/26/2022,SEP2,SEP2,130%,1.51,36.9,36.54,37.78,36.94,100.24,0.73,0.78,77.86,77.11,2DP,05/11/2022,36.94,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
66,,CME BO 140% c4,1BO140Nc4=R,05/11/2022,22:52,08/26/2022,SEP2,SEP2,140%,1.51,37.85,37.43,38.96,37.9,107.95,0.36,0.4,77.86,77.11,2DP,05/11/2022,37.9,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
67,,CME BO 150% c4,1BO150Nc4=R,05/11/2022,22:52,08/26/2022,SEP2,SEP2,150%,1.51,38.71,38.24,40.04,38.79,115.67,0.18,0.2,77.86,77.11,2DP,05/11/2022,38.79,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
68,,CME BO 50% c5,1BO50Nc5=R,05/11/2022,22:52,09/23/2022,OCT2,OCT2,50%,1.64,38.24,38.94,39.83,38.22,37.76,0.01,0.01,76.27,75.52,2DP,05/11/2022,38.22,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
69,,CME BO 60% c5,1BO60Nc5=R,05/11/2022,22:52,09/23/2022,OCT2,OCT2,60%,1.64,35.85,36.15,37.0,35.83,45.31,0.04,0.04,76.27,75.52,2DP,05/11/2022,35.83,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
70,,CME BO 70% c5,1BO70Nc5=R,05/11/2022,22:52,09/23/2022,OCT2,OCT2,70%,1.64,33.77,33.67,34.45,33.76,52.86,0.21,0.22,76.27,75.52,2DP,05/11/2022,33.76,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
71,,CME BO 75% c5,1BO75Nc5=R,05/11/2022,22:52,09/23/2022,OCT2,OCT2,75%,1.64,32.88,32.57,33.26,32.88,56.64,0.41,0.44,76.27,75.52,2DP,05/11/2022,32.88,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
72,,CME BO 80% c5,1BO80Nc5=R,05/11/2022,22:52,09/23/2022,OCT2,OCT2,80%,1.64,32.17,31.67,32.35,32.17,60.42,0.78,0.84,76.27,75.52,2DP,05/11/2022,32.17,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
73,,CME BO 85% c5,1BO85Nc5=R,05/11/2022,22:52,09/23/2022,OCT2,OCT2,85%,1.64,31.79,31.3,31.89,31.8,64.19,1.42,1.51,76.27,75.52,2DP,05/11/2022,31.8,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
74,,CME BO 90% c5,1BO90Nc5=R,05/11/2022,22:52,09/23/2022,OCT2,OCT2,90%,1.64,31.9,31.58,31.96,31.9,67.97,2.49,2.58,76.27,75.52,2DP,05/11/2022,31.9,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
75,,CME BO 95% c5,1BO95Nc5=R,05/11/2022,22:52,09/23/2022,OCT2,OCT2,95%,1.64,32.32,32.11,32.56,32.32,71.74,3.99,4.09,76.27,75.52,2DP,05/11/2022,32.32,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
76,,CME BO 100% c5,1BO100Nc5O=R,05/11/2022,22:52,09/23/2022,OCT2,OCT2,100%,1.64,32.86,32.68,33.25,32.85,75.52,5.93,6.04,76.27,75.52,2DP,05/11/2022,32.85,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
77,,CME BO 105% c5,1BO105Nc5=R,05/11/2022,22:52,09/23/2022,OCT2,OCT2,105%,1.64,33.42,33.24,33.94,33.42,79.3,4.48,4.58,76.27,75.52,2DP,05/11/2022,33.42,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
78,,CME BO 110% c5,1BO110Nc5=R,05/11/2022,22:52,09/23/2022,OCT2,OCT2,110%,1.64,33.98,33.78,34.6,33.99,83.07,3.36,3.45,76.27,75.52,2DP,05/11/2022,33.99,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
79,,CME BO 115% c5,1BO115Nc5=R,05/11/2022,22:52,09/23/2022,OCT2,OCT2,115%,1.64,34.52,34.29,35.24,34.53,86.85,2.5,2.58,76.27,75.52,2DP,05/11/2022,34.53,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
80,,CME BO 120% c5,1BO120Nc5=R,05/11/2022,22:52,09/23/2022,OCT2,OCT2,120%,1.64,35.04,34.78,35.84,35.06,90.62,1.85,1.93,76.27,75.52,2DP,05/11/2022,35.06,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
81,,CME BO 125% c5,1BO125Nc5=R,05/11/2022,22:52,09/23/2022,OCT2,OCT2,125%,1.64,35.53,35.25,36.41,35.56,94.4,1.37,1.43,76.27,75.52,2DP,05/11/2022,35.56,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
82,,CME BO 130% c5,1BO130Nc5=R,05/11/2022,22:52,09/23/2022,OCT2,OCT2,130%,1.64,36.0,35.69,36.95,36.04,98.18,1.01,1.07,76.27,75.52,2DP,05/11/2022,36.04,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
83,,CME BO 140% c5,1BO140Nc5=R,05/11/2022,22:52,09/23/2022,OCT2,OCT2,140%,1.64,36.88,36.51,37.95,36.94,105.73,0.55,0.59,76.27,75.52,2DP,05/11/2022,36.94,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
84,,CME BO 150% c5,1BO150Nc5=R,05/11/2022,22:52,09/23/2022,OCT2,OCT2,150%,1.64,37.69,37.27,38.87,37.76,113.28,0.3,0.33,76.27,75.52,2DP,05/11/2022,37.76,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
85,,CME BO 50% c6,1BO50Nc6=R,05/11/2022,22:52,11/25/2022,DEC2,DEC2,50%,1.93,36.16,36.76,37.32,36.15,37.39,0.02,0.02,75.51,74.77,2DP,05/11/2022,36.15,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
86,,CME BO 60% c6,1BO60Nc6=R,05/11/2022,22:52,11/25/2022,DEC2,DEC2,60%,1.93,33.74,34.03,34.54,33.74,44.86,0.11,0.11,75.51,74.77,2DP,05/11/2022,33.74,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
87,,CME BO 70% c6,1BO70Nc6=R,05/11/2022,22:52,11/25/2022,DEC2,DEC2,70%,1.93,31.72,31.65,32.11,31.73,52.34,0.39,0.4,75.51,74.77,2DP,05/11/2022,31.73,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
88,,CME BO 75% c6,1BO75Nc6=R,05/11/2022,22:52,11/25/2022,DEC2,DEC2,75%,1.93,30.95,30.67,31.11,30.96,56.08,0.69,0.73,75.51,74.77,2DP,05/11/2022,30.96,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
89,,CME BO 80% c6,1BO80Nc6=R,05/11/2022,22:52,11/25/2022,DEC2,DEC2,80%,1.93,30.46,30.05,30.71,30.48,59.82,1.19,1.26,75.51,74.77,2DP,05/11/2022,30.48,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
90,,CME BO 85% c6,1BO85Nc6=R,05/11/2022,22:52,11/25/2022,DEC2,DEC2,85%,1.93,30.37,30.02,30.62,30.38,63.55,2.02,2.1,75.51,74.77,2DP,05/11/2022,30.38,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
91,,CME BO 90% c6,1BO90Nc6=R,05/11/2022,22:52,11/25/2022,DEC2,DEC2,90%,1.93,30.62,30.37,30.76,30.6,67.29,3.23,3.32,75.51,74.77,2DP,05/11/2022,30.6,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
92,,CME BO 95% c6,1BO95Nc6=R,05/11/2022,22:52,11/25/2022,DEC2,DEC2,95%,1.93,31.03,30.84,31.07,31.01,71.03,4.83,4.93,75.51,74.77,2DP,05/11/2022,31.01,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
93,,CME BO 100% c6,1BO100Nc6O=R,05/11/2022,22:52,11/25/2022,DEC2,DEC2,100%,1.93,31.5,31.34,31.56,31.49,74.77,6.8,6.91,75.51,74.77,2DP,05/11/2022,31.49,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
94,,CME BO 105% c6,1BO105Nc6=R,05/11/2022,22:52,11/25/2022,DEC2,DEC2,105%,1.93,31.99,31.82,32.04,31.98,78.51,5.37,5.48,75.51,74.77,2DP,05/11/2022,31.98,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
95,,CME BO 110% c6,1BO110Nc6=R,05/11/2022,22:52,11/25/2022,DEC2,DEC2,110%,1.93,32.47,32.29,32.5,32.47,82.25,4.23,4.32,75.51,74.77,2DP,05/11/2022,32.47,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
96,,CME BO 115% c6,1BO115Nc6=R,05/11/2022,22:52,11/25/2022,DEC2,DEC2,115%,1.93,32.94,32.74,32.96,32.95,85.99,3.31,3.4,75.51,74.77,2DP,05/11/2022,32.95,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
97,,CME BO 120% c6,1BO120Nc6=R,05/11/2022,22:52,11/25/2022,DEC2,DEC2,120%,1.93,33.39,33.17,33.41,33.4,89.72,2.59,2.68,75.51,74.77,2DP,05/11/2022,33.4,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
98,,CME BO 125% c6,1BO125Nc6=R,05/11/2022,22:52,11/25/2022,DEC2,DEC2,125%,1.93,33.83,33.58,33.85,33.85,93.46,2.03,2.11,75.51,74.77,2DP,05/11/2022,33.85,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
99,,CME BO 130% c6,1BO130Nc6=R,05/11/2022,22:52,11/25/2022,DEC2,DEC2,130%,1.93,34.24,33.97,34.33,34.27,97.2,1.58,1.66,75.51,74.77,2DP,05/11/2022,34.27,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
100,,CME BO 140% c6,1BO140Nc6=R,05/11/2022,22:52,11/25/2022,DEC2,DEC2,140%,1.93,35.02,34.69,35.29,35.06,104.68,0.97,1.03,75.51,74.77,2DP,05/11/2022,35.06,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
101,,CME BO 150% c6,1BO150Nc6=R,05/11/2022,22:52,11/25/2022,DEC2,DEC2,150%,1.93,35.73,35.36,36.19,35.79,112.16,0.6,0.65,75.51,74.77,2DP,05/11/2022,35.79,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
102,,CME BO 50% c7,1BO50Nc7=R,05/11/2022,22:52,12/23/2022,JAN3,JAN3,50%,2.04,28.23,28.25,28.28,28.26,36.89,0.0,0.0,74.52,73.77,2DP,05/11/2022,28.26,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
103,,CME BO 60% c7,1BO60Nc7=R,05/11/2022,22:52,12/23/2022,JAN3,JAN3,60%,2.04,27.84,27.81,27.86,27.88,44.26,0.04,0.04,74.52,73.77,2DP,05/11/2022,27.88,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
104,,CME BO 70% c7,1BO70Nc7=R,05/11/2022,22:52,12/23/2022,JAN3,JAN3,70%,2.04,27.96,27.9,27.97,27.97,51.64,0.29,0.3,74.52,73.77,2DP,05/11/2022,27.97,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
105,,CME BO 75% c7,1BO75Nc7=R,05/11/2022,22:52,12/23/2022,JAN3,JAN3,75%,2.04,28.18,28.13,28.18,28.17,55.33,0.63,0.65,74.52,73.77,2DP,05/11/2022,28.17,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
106,,CME BO 80% c7,1BO80Nc7=R,05/11/2022,22:52,12/23/2022,JAN3,JAN3,80%,2.04,28.47,28.45,28.47,28.44,59.02,1.21,1.23,74.52,73.77,2DP,05/11/2022,28.44,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
107,,CME BO 85% c7,1BO85Nc7=R,05/11/2022,22:52,12/23/2022,JAN3,JAN3,85%,2.04,28.81,28.82,28.86,28.76,62.7,2.1,2.12,74.52,73.77,2DP,05/11/2022,28.76,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
108,,CME BO 90% c7,1BO90Nc7=R,05/11/2022,22:52,12/23/2022,JAN3,JAN3,90%,2.04,29.16,29.23,29.3,29.11,66.39,3.34,3.36,74.52,73.77,2DP,05/11/2022,29.11,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
109,,CME BO 95% c7,1BO95Nc7=R,05/11/2022,22:52,12/23/2022,JAN3,JAN3,95%,2.04,29.53,29.66,29.77,29.48,70.08,4.93,4.96,74.52,73.77,2DP,05/11/2022,29.48,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
110,,CME BO 100% c7,1BO100Nc7O=R,05/11/2022,22:52,12/23/2022,JAN3,JAN3,100%,2.04,29.9,30.09,30.23,29.86,73.77,6.87,6.9,74.52,73.77,2DP,05/11/2022,29.86,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
111,,CME BO 105% c7,1BO105Nc7=R,05/11/2022,22:52,12/23/2022,JAN3,JAN3,105%,2.04,30.26,30.51,30.69,30.23,77.46,5.46,5.47,74.52,73.77,2DP,05/11/2022,30.23,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
112,,CME BO 110% c7,1BO110Nc7=R,05/11/2022,22:52,12/23/2022,JAN3,JAN3,110%,2.04,30.61,30.92,31.14,30.61,81.15,4.32,4.31,74.52,73.77,2DP,05/11/2022,30.61,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
113,,CME BO 115% c7,1BO115Nc7=R,05/11/2022,22:52,12/23/2022,JAN3,JAN3,115%,2.04,30.96,31.33,31.58,30.97,84.84,3.41,3.38,74.52,73.77,2DP,05/11/2022,30.97,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
114,,CME BO 120% c7,1BO120Nc7=R,05/11/2022,22:52,12/23/2022,JAN3,JAN3,120%,2.04,31.29,31.72,32.01,31.32,88.52,2.68,2.65,74.52,73.77,2DP,05/11/2022,31.32,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
115,,CME BO 125% c7,1BO125Nc7=R,05/11/2022,22:52,12/23/2022,JAN3,JAN3,125%,2.04,31.61,32.09,32.42,31.67,92.21,2.11,2.07,74.52,73.77,2DP,05/11/2022,31.67,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
116,,CME BO 130% c7,1BO130Nc7=R,05/11/2022,22:52,12/23/2022,JAN3,JAN3,130%,2.04,31.92,32.45,32.81,32.0,95.9,1.66,1.62,74.52,73.77,2DP,05/11/2022,32.0,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
117,,CME BO 140% c7,1BO140Nc7=R,05/11/2022,22:52,12/23/2022,JAN3,JAN3,140%,2.04,32.51,33.14,33.55,32.63,103.28,1.03,0.99,74.52,73.77,2DP,05/11/2022,32.63,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
118,,CME BO 150% c7,1BO150Nc7=R,05/11/2022,22:52,12/23/2022,JAN3,JAN3,150%,2.04,33.05,33.77,34.24,33.22,110.66,0.65,0.61,74.52,73.77,2DP,05/11/2022,33.22,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
119,,CME BO 50% c8,1BO50Nc8=R,05/11/2022,22:52,02/24/2023,MAR3,MAR3,50%,2.27,29.48,29.58,29.66,29.48,36.19,0.02,0.02,73.07,72.37,2DP,05/11/2022,29.48,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
120,,CME BO 60% c8,1BO60Nc8=R,05/11/2022,22:52,02/24/2023,MAR3,MAR3,60%,2.27,27.66,27.75,27.81,27.69,43.42,0.1,0.1,73.07,72.37,2DP,05/11/2022,27.69,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
121,,CME BO 70% c8,1BO70Nc8=R,05/11/2022,22:52,02/24/2023,MAR3,MAR3,70%,2.27,26.6,26.64,26.67,26.64,50.66,0.41,0.41,73.07,72.37,2DP,05/11/2022,26.64,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
122,,CME BO 75% c8,1BO75Nc8=R,05/11/2022,22:52,02/24/2023,MAR3,MAR3,75%,2.27,26.4,26.42,26.43,26.43,54.28,0.77,0.78,73.07,72.37,2DP,05/11/2022,26.43,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
123,,CME BO 80% c8,1BO80Nc8=R,05/11/2022,22:52,02/24/2023,MAR3,MAR3,80%,2.27,26.42,26.4,26.42,26.42,57.9,1.36,1.38,73.07,72.37,2DP,05/11/2022,26.42,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
124,,CME BO 85% c8,1BO85Nc8=R,05/11/2022,22:52,02/24/2023,MAR3,MAR3,85%,2.27,26.6,26.56,26.6,26.57,61.51,2.25,2.28,73.07,72.37,2DP,05/11/2022,26.57,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
125,,CME BO 90% c8,1BO90Nc8=R,05/11/2022,22:52,02/24/2023,MAR3,MAR3,90%,2.27,26.88,26.82,26.88,26.84,65.13,3.48,3.52,73.07,72.37,2DP,05/11/2022,26.84,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
126,,CME BO 95% c8,1BO95Nc8=R,05/11/2022,22:52,02/24/2023,MAR3,MAR3,95%,2.27,27.22,27.16,27.22,27.17,68.75,5.05,5.11,73.07,72.37,2DP,05/11/2022,27.17,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
127,,CME BO 100% c8,1BO100Nc8O=R,05/11/2022,22:52,02/24/2023,MAR3,MAR3,100%,2.27,27.6,27.53,27.6,27.55,72.37,6.95,7.03,73.07,72.37,2DP,05/11/2022,27.55,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
128,,CME BO 105% c8,1BO105Nc8=R,05/11/2022,22:52,02/24/2023,MAR3,MAR3,105%,2.27,27.99,27.91,27.99,27.95,75.99,5.57,5.65,73.07,72.37,2DP,05/11/2022,27.95,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
129,,CME BO 110% c8,1BO110Nc8=R,05/11/2022,22:52,02/24/2023,MAR3,MAR3,110%,2.27,28.39,28.3,28.39,28.36,79.61,4.46,4.53,73.07,72.37,2DP,05/11/2022,28.36,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
130,,CME BO 115% c8,1BO115Nc8=R,05/11/2022,22:52,02/24/2023,MAR3,MAR3,115%,2.27,28.78,28.69,28.78,28.76,83.23,3.56,3.62,73.07,72.37,2DP,05/11/2022,28.76,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
131,,CME BO 120% c8,1BO120Nc8=R,05/11/2022,22:52,02/24/2023,MAR3,MAR3,120%,2.27,29.16,29.07,29.16,29.16,86.84,2.84,2.9,73.07,72.37,2DP,05/11/2022,29.16,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
132,,CME BO 125% c8,1BO125Nc8=R,05/11/2022,22:52,02/24/2023,MAR3,MAR3,125%,2.27,29.53,29.44,29.53,29.55,90.46,2.27,2.32,73.07,72.37,2DP,05/11/2022,29.55,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
133,,CME BO 130% c8,1BO130Nc8=R,05/11/2022,22:52,02/24/2023,MAR3,MAR3,130%,2.27,29.88,29.8,29.88,29.93,94.08,1.82,1.87,73.07,72.37,2DP,05/11/2022,29.93,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
134,,CME BO 140% c8,1BO140Nc8=R,05/11/2022,22:52,02/24/2023,MAR3,MAR3,140%,2.27,30.56,30.47,30.56,30.66,101.32,1.17,1.21,73.07,72.37,2DP,05/11/2022,30.66,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
135,,CME BO 150% c8,1BO150Nc8=R,05/11/2022,22:52,02/24/2023,MAR3,MAR3,150%,2.27,31.2,31.11,31.2,31.33,108.56,0.76,0.8,73.07,72.37,2DP,05/11/2022,31.33,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
136,,CME BO 50% c9,1BO50Nc9=R,05/11/2022,22:52,04/21/2023,MAY3,MAY3,50%,2.43,28.41,28.45,28.49,28.4,35.57,0.03,0.03,71.82,71.14,2DP,05/11/2022,28.4,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
137,,CME BO 60% c9,1BO60Nc9=R,05/11/2022,22:52,04/21/2023,MAY3,MAY3,60%,2.43,27.55,27.58,27.61,27.54,42.68,0.16,0.16,71.82,71.14,2DP,05/11/2022,27.54,05/12/2022 10:45:23,05/12/2022 11:00:00,Commodities,REUTERS,TRC (THOMSON REUTERS CONTRIBUTED DATA),USD,,0,Y
